Mouse gene name	Gene name
	CR759763.1
	HLA-J
	HCG4
	HLA-P
	LAIR1
	ETF1P1
	BX088647.4
	RPL7AP7
	MBOAT7
	BX088647.3
	MICG
	POLR1H
	HLA-G
	ETF1P1
	CR759763.8
	CR759763.7
	LENG9
	TSEN34
	CDC42EP5
	TTYH1
	POLR1H
	AC018901.2
	LAIR2
	Y_RNA
	PATL2
	RPS9
	B2M
	CU464060.2
	AL669813.4
	KIR3DX1
	HLA-F-AS1
	HCG4P8
	RPL23AP1
	BX001005.2
	MICE
	AL845454.8
	AL669813.2
	LILRA2
	HLA-H
	Y_RNA
	AC091304.6
	HLA-T
	HERC2
	HCG4P8
	DDX39BP1
	CR388220.12
	CR388220.2
	MCCD1P1
	HCG4B
	HLA-K
	HLA-U
	IFITM4P
	HLA-V
	AC003070.3
	AC091304.4
	AC138747.7
	HLA-A
	TBX22
	AC138747.5
	PLEKHM1
	HLA-A
	AC138749.3
	BX088647.5
	HCG4
	GOLGA8F
	HLA-P
	TRIM69
	PPP1R11
	RPL7AP7
	MICG
	AC128709.5
	AC231647.1
	AC231647.2
	HLA-G
	CR759763.6
	BDH1
	CR382333.1
	Metazoa_SRP
	PPP1R11
	AC138749.7
	HLA-W
	AC138747.11
	MICD
	AC138747.8
	AC138747.9
	DLGAP2
	HCG9
	AC138747.10
	AC138747.1
	DDX39BP2
	AC138747.2
	MCCD1P2
	AC138749.10
	ABCB10P4
	ZNRD1ASP
	GOLGA8G
	AC244207.1
	LRRC37A4P
	Metazoa_SRP
	RNF39
	AC091132.3
	AC243807.6
	AC243807.1
	DND1P1
	MAPK8IP1P2
	LILRA1
	RPS26P8
	LINC02210
	U6
	TRIM31
	DLGAP2-AS1
	CU464060.3
	RNF39
	HCG4P8
	LINC02210-CRHR1
	AL671561.1
	AC010492.3
	CU207370.2
	AL671561.3
	BX927229.4
	KIR2DL2
	AC243807.7
	HLA-J
	AC243807.4
	LILRB5
	LENG8
	TRIM31
	CRHR1
	ETF1P1
	BX927229.9
	BX927229.8
	HLA-A
	TRIM31-AS1
	POLR1H
	BX005441.3
	TRIM40
	LILRB1
	TRIM10
	AL354822.1
	LENG9
	SORD2P
	CDC42EP5
	Metazoa_SRP
	AC138749.11
	KIR2DS4
	AC138749.9
	Y_RNA
	U6
	U1
	AC098789.1
	LAIR2
	FCAR
	AC138749.13
	TRIM31-AS1
	HERC2P11
	CR759838.4
	AC138749.8
	TRIM40
	LILRB2
	TRIM10
	AC142525.1
	TRIM15
	LILRB1
	KIR3DX1
	NAIP
	KIR3DP1
	CU467612.3
	LILRB4
	KIR3DL2
	AC011476.4
	LILRA2
	CU234142.2
	LILRB4
	BX927229.7
	TRIM15
	PPP1R11
	TRIM26
	HLA-H
	HLA-T
	DDX39BP1
	NLRP7
	MCCD1P1
	HCG4B
	HLA-K
	HLA-U
	CR759913.5
	HLA-W
	DDX39BP2
	MCCD1P2
	ZNRD1ASP
	AP000350.13
	LILRP1
	AP000350.11
	RN7SL268P
	LILRP2
	MIF
	RNF39
	TRIM26
	NLRP2
	KIR2DL2
	LILRP1
	TRIM31
	MIF-AS1
	LILRP2
	AP000350.16
	AP000350.17
	AP000350.10
	GP6
	KIR3DL3
	AP000350.9
	CR759960.1
	GSTT2B
	HLA-J
	PAIP1P1
	HCG17
	TRIM26BP
	HLA-L
	LILRA1
	HCG18
	ETF1P1
	CR759960.4
	CR759960.6
	KIR2DL3
	POLR1H
	AP000350.12
	DDTL
	TRIM31-AS1
	BX927221.4
	AC253536.6
	RDH13
	TRIM40
	DDT
	PAIP1P1
	TRIM10
	MICC
	AC142525.3
	AC139494.7
	HLA-E
	SMN2
	AP000351.10
	LILRB1
	GSTT2
	TRIM39
	KIR3DL3
	HLA-H
	HLA-T
	DDX39BP1
	TRIM15
	MCCD1P1
	KIR2DP1
	HCG4B
	HLA-K
	HLA-U
	CR388220.1
	KIR2DL1
	LILRA3
	HLA-W
	MICD
	AP000351.6
	HCG9
	GSTT4
	DDX39BP2
	KIR2DS2
	MCCD1P2
	LINC02569
	ZNRD1ASP
	CR759960.5
	MAPT-AS1
	AP000351.4
	KIR3DP1
	GNL1
	AP000351.3
	SPPL2C
	PPP1R11
	AP000351.1
	AC011476.10
	AP000351.2
	AC010518.1
	AC008984.3
	AC008984.5
	TRIM26
	MAPT
	LILRA5
	GSTT1
	CR388205.1
	HLA-J
	KSR1P1
	IGKV1OR10-1
	AL031601.3
	PABPC1P8
	NLRP7
	ETF1P1
	AC139494.8
	CR388205.8
	CR388205.6
	RNF39
	AL845454.12
	HLA-W
	LINC01300
	AC008984.2
	SERF1B
	POLR1H
	MICD
	HCG9
	AC100803.3
	AC008984.4
	GPR20
	DDX39BP2
	AC008984.1
	TRIM31
	MCCD1P2
	HLA-H
	LILRA4
	RPP21
	HLA-T
	ZNRD1ASP
	DDX39BP1
	PTP4A3
	MCCD1P1
	HCG4B
	PRR3
	HLA-K
	AP000351.7
	HLA-U
	AL645935.2
	HLA-W
	NLRP2
	KIR3DP1
	MICD
	AP000351.5
	TRIM31-AS1
	HCG9
	CR925727.2
	5S_rRNA
	AC217778.1
	DDX39BP2
	MCCD1P2
	TRIM40
	CABIN1
	AC011476.6
	ZNRD1ASP
	PAIP1P1
	HCG17
	ARHGAP27
	LAIR1
	AC139494.1
	TRIM26BP
	GP6
	HLA-L
	TRIM10
	MROH5
	AC139494.3
	HCG18
	AC139494.6
	GARRE1
	AL845454.14
	AC139494.2
	AC139494.5
	HLA-J
	AC139494.4
	AC118459.1
	AC010504.2
	ABCF1
	GUSBP1
	AC100803.7
	NLRP7
	AC100803.5
	HNRNPA1P38
	HLA-N
	AC108108.1
	BX294158.4
	UBQLN1P1
	GPI
	RDH13
	AL645935.3
	MICC
	ETF1P1
	TMPOP1
	AL845439.4
	HLA-J
	AL845439.3
	AC138827.1
	SUCLA2P1
	RANP1
	AC026950.1
	AC138827.2
	HLA-E
	POLR1H
	ETF1P1
	GTF2H2C_2
	AL671859.8
	AC129915.1
	AL671859.6
	AC129915.2
	TRIM15
	CR388205.7
	POLR1H
	NLRP2
	PPP1R11
	MEGF11
	GIHCG
	AC093627.12
	AC093627.13
	AC093614.2
	ATP23
	GP6
	TRIM39
	AC093614.1
	AC093627.9
	AC093627.8
	LINC02569
	AC093627.10
	FAM20C
	TRIM26
	GNL1
	AC084033.7
	RDH13
	RN7SKP65
	AC084033.3
	RNF39
	LINC02403
	TRIM31
	AL845439.2
	PPP1R11
	AC087382.2
	AC087382.1
	AC217778.2
	PLEKHM1
	AL671859.7
	PRR3
	PPP1R11
	TRIM31-AS1
	CR753815.4
	PPP1R10
	MAPT-IT1
	TRIM40
	AC243621.2
	RPP21
	RNF39
	Metazoa_SRP
	PAIP1P1
	HCG17
	KANSL1
	TRIM31
	TRIM26BP
	HCG18
	TRIM10
	LRRC37A2
	ABCF1
	RNF39
	CU024913.5
	LILRB4
	TRIM31
	CES1P1
	HLA-N
	BX927214.4
	AC138827.3
	UBQLN1P1
	TRIM15
	MICC
	TRIM31-AS1
	NAIPP4
	TMPOP1
	BX322644.3
	SUCLA2P1
	RANP1
	TRIM39
	CDH12P4
	CES1
	TRIM40
	AC146335.1
	HLA-E
	MRPS18B
	LINC02197
	AC139463.2
	PMCHL2
	TRIM10
	AC243658.1
	KANSL1-AS1
	AC138832.5
	Y_RNA
	TRIM31-AS1
	MAPK8IP1P1
	AC243899.1
	AL671859.5
	AC243899.2
	BDP1
	TRIM40
	AC008746.6
	Metazoa_SRP
	AC217769.2
	NSFP1
	ARL17B
	TRIM26
	TTYH1
	LINC02569
	ARL17B
	TRIM10
	GNL1
	TRIM15
	ATAT1
	LILRP1
	LILRP2
	KIR3DL3
	TRIM15
	RPP21
	LRRC37A2
	TRIM26
	LRRC37A
	PRR3
	CES5A
	KIR2DL3
	TRIM26
	PAIP1P1
	HCG17
	KIR2DP1
	TRIM26BP
	HLA-L
	AC245884.1
	AC008746.1
	AC008746.4
	Metazoa_SRP
	HCG18
	Metazoa_SRP
	LENG8-AS1
	AC127032.1
	NSF
	AC127032.2
	AC138832.3
	HMGN1P12
	KIR2DL1
	ABCF1
	MCCC2
	KANSL1
	LENG8
	HLA-N
	PPP1R10
	CR759890.2
	UBQLN1P1
	AL355140.1
	MICC
	LINC02569
	APBA1
	GNL1
	IGKV1D-8
	AC145029.5
	IGKV3D-7
	AL355140.2
	PAIP1P1
	AC145029.3
	HCG17
	IGKV1OR2-118
	AC233263.4
	AC233263.3
	TRIM26BP
	HLA-L
	KIR3DP1
	HCG18
	PAIP1P1
	DHX16
	HCG17
	KIR2DL4
	TRIM39
	TRIM26BP
	HLA-L
	NSFP1
	RPS7P11
	WNT3
	HCG18
	Y_RNA
	LENG9
	MRPS18B
	KANSL1-AS1
	CDC42EP5
	AC217779.1
	WNT9B
	MAMDC2
	LINC01194
	PPP1R18
	LAIR2
	MAPT
	TRIM39
	LINC02887
	U6
	AC240565.4
	SCGB1C2
	MAMDC2-AS1
	AC212493.1
	DOC2B
	AC008746.2
	U2
	KIR3DX1
	NRM
	LINC02091
	KIR3DL1
	TRIM39
	ATAT1
	RPH3AL
	PPP1R10
	RPP21
	AC009892.4
	LILRA2
	RPP21
	RPL7P4
	HLA-N
	MDC1
	MRPS18B
	CR759281.3
	PTMAP1
	UBQLN1P1
	MICC
	TMPOP1
	C6orf136
	SUCLA2P1
	RANP1
	HLA-E
	RPP21
	AC211856.1
	AC129507.5
	TAS2R7
	AC243301.1
	TAS2R8
	AC243301.2
	TAS2R9
	DHX16
	PRR4
	HLA-N
	AL773535.1
	UBQLN1P1
	MICC
	AC009892.3
	TMPOP1
	LINC02569
	SUCLA2P1
	MDC1-AS1
	LILRA1
	RANP1
	KIR2DS4
	GNL1
	HLA-E
	TUBB
	HLA-N
	AL662831.3
	UBQLN1P1
	MICC
	KIR3DL2
	TMPOP1
	SUCLA2P1
	RANP1
	ATAT1
	HLA-E
	TAS2R10
	AC006518.3
	AC006518.4
	TAS2R13
	AC009892.6
	FLOT1
	PRH2
	LINC02569
	LILRB1
	STH
	GNL1
	Metazoa_SRP
	BX544879.1
	TAS2R14
	MAPT-IT1
	PRR3
	DDR1
	MAPT-AS1
	TAS2R15P
	TAS2R50
	SPPL2C
	PPP1R18
	TAS2R20
	TAS2R19
	TAS2R31
	TAS2R63P
	CRHR1
	U6
	LINC02569
	TAS2R46
	TAS2R64P
	TAS2R43
	GNL1
	AC242308.1
	AC242308.2
	TAS2R45
	FCAR
	TAS2R30
	AC134349.3
	VSTM1
	ABCF1
	AC134349.4
	SMIM10L1
	NRM
	MUC21
	CR759964.1
	HCG22
	PRR3
	MICB
	PTMAP1
	C6orf136
	PRR3
	Y_RNA
	PPIAP9
	TARM1
	RPL7P4
	ABCF1
	RPL15P4
	MCCD1
	OSCAR
	MDC1
	DHX16
	DDX39B
	ABCF1
	NDUFA3
	TFPT
	NCR1
	AC012314.14
	PPP1R10
	MDC1-AS1
	LINC01896
	TUBB
	MAPK8IP1P1
	IGLV5-45
	AC225613.1
	AC120035.1
	Y_RNA
	AC139677.3
	AC242019.1
	IGLV1-44
	AC139677.2
	AC139677.5
	IGLV7-43
	RDM1P2
	SALL3
	CNOT3
	IGLVI-42
	AC009286.14
	LRRC37A3
	IGLVVII-41-1
	IGLV1-41
	IGLV1-40
	PTMAP1
	ASH2LP1
	OCA2
	C6orf136
	PPP1R18
	IGLVI-38
	IGLV5-37
	KRTAP16-1
	KRTAP17-1
	IGLV1-36
	TBC1D3P7
	AC009286.5
	ATP9B
	AC003958.5
	IGLV7-35
	AC009286.10
	KRT33A
	RPH3AL
	ZNF280B
	MDC1
	AC099689.5
	ZNF280A
	LENG1
	FLOT1
	KRT33B
	TMC4
	AC139677.1
	PRAME
	MGAM
	KRT34
	MRPS18B
	DHX16
	LILRB1-AS1
	AC207056.2
	MBOAT7
	Metazoa_SRP
	LILRB4
	AC217775.1
	KRT31
	MDC1-AS1
	NSF
	TUBB
	TSEN34
	AC003958.7
	AC003958.4
	KRT37
	RPL5P32
	MGAM2
	HERC2
	PPP1R10
	Y_RNA
	LINC02570
	AC233263.5
	7SK
	DDR1-DT
	IGKV1OR2-118
	NLRP7
	SNORD117
	TNF
	RPS9
	LTB
	DDR1
	AC241851.1
	AC241851.2
	AC240137.1
	PPP1R10
	AC129507.6
	RPL41P2
	AC243660.10
	ATAT1
	AC243660.2
	KIR3DL3
	AC243660.8
	AC129507.8
	LL22NC03-63E9.3
	AC243660.6
	AC129507.9
	GOLGA8F
	IGLV2-34
	MOXD2P
	FLOT1
	IGLV2-33
	IGLV3-32
	IGLV3-31
	PRSS58
	IGLV3-30
	WNT3
	LST1
	Metazoa_SRP
	ABCB10P3
	TRY2P
	MRPS18B
	AC091304.8
	KIR2DL3
	AC243660.3
	AC243660.4
	AC243660.7
	AC243913.4
	AC243913.13
	PPP1R18
	AC231381.4
	AC243913.7
	AC243913.12
	PRSS3P3
	AC243913.8
	KIR2DP1
	AC243913.5
	TRBV1
	AC243913.3
	ABCB10P4
	TRBV2
	GOLGA8G
	TRBV3-1
Gm23744	U2
	KIR2DS1
	TRBV4-1
	TRBV5-1
	TRBV6-1
	TRBV7-1
	MRPS18B
	TRBV4-2
	NLRP2
	TRBV6-2
	NRM
	AC234635.8
	AC234635.11
	AC234635.7
	TRBV7-2
	TRBV8-1
	ATAT1
	TRBV5-2
	TRBV6-4
	TRBV7-3
	TRBV8-2
	TRBV5-3
	TRBV9
	Metazoa_SRP
	AC243913.6
	TRBV10-1
	AC243913.10
	TRBV11-1
	AC243913.9
	HERC2P1
	TRBV12-1
	TRBV10-2
	GTF2H4
	HERC2P9
	TRBV11-2
	KIR3DL2
	TRBV12-2
	TRBV6-5
	TRBV7-4
	TRBV5-4
	AC055876.5
	TRBV6-6
	Metazoa_SRP
	TRBV7-5
	WHAMMP2
	TRBV5-5
	ATAT1
	TRBV6-7
	AC243657.1
	AC243657.4
	TRBV7-6
	AC243657.2
	TRBV5-6
	PDCD6IPP2
	KIF5C
	RPL7P4
	TRBV6-8
	TRBV7-7
	TRBV5-7
	AC233282.13
	MDC1
	APBA2
	AC233282.3
	AC229888.2
	TRBV7-9
	GP6
	TRBV13
	TRBV10-3
	TRBV11-3
	AC011515.3
	Y_RNA
	TRBV12-3
	LILRP1
	TRBV12-4
	IER3
	AC098784.1
	LILRP2
	U6
	TRBV12-5
	AC011476.5
	TRBV14
	TRBV15
	KIR3DL3
	NCR3
	TRBV16
	Metazoa_SRP
	TRBV17
	HCG20
	RDH13
	TRBV18
	TRBV19
	BX571801.1
	TRBV20-1
	BX248321.1
	TRBV21-1
	TRBV22-1
	TRBV23-1
	HCG22
	TRBV24-1
	MTRNR2L6
	U6
	TRBV25-1
	TRBVA
	TCF19
	NLRP7
	TRBV26
	KIR2DL3
	TRBVB
	TRBV27
	KIR2DP1
	TRBV28
	KIR2DL1
	PGBD4P1
	TRBV29-1
	KIR3DP1
	UQCRHP1
	MDC1-AS1
	PRSS1
	KIR2DL4
	TUBB
	MSH5
	NLRP2
	CR936875.2
	POU5F1
	PRSS3P1
	GP6
	PRSS3P2
	FAM189A1
	VARS2
	PTMAP1
	AC239618.20
	C6orf136
	PRSS2
	WBP1LP1
	TRBD1
	RDH13
	KIR3DL1
	AC243902.2
	TRBJ1-1
	AC243902.1
	NSMCE3
	TRBJ1-2
	AC243686.1
	TRBJ1-3
	TRBJ1-4
	TRBJ1-5
	TJP1
	TRBJ1-6
	FLOT1
	TRBC1
	TRBJ2-1
	TRBJ2-2
	TRBJ2-2P
	TRBJ2-3
	TRBJ2-4
	DHX16
	TRBJ2-5
	TRBJ2-6
	TRBJ2-7
	TRBC2
	TRBV30
	EPHB6
	PTMAP1
	C6orf136
	U6
	MSH5-SAPCD1
	KCNQ1
	KIR2DS4
	COX6CP18
	KIR3DL2
	KCNQ1-AS1
	KCNQ1DN
	SAPCD1
	AC001228.1
	CDKN1C
	SAPCD1-AS1
	VWA7
	IER3
	DHX16
	PTMAP1
	SLC22A18AS
	SLC9A3
	C6orf136
	AC106772.2
	AC106772.5
	PPP1R18
	Metazoa_SRP
	CEP72
	HCG20
	AL078601.1
	SLC22A18
	AL078601.2
	CR847861.1
	VARS1
	AL078601.6
	LINC02570
	AL078601.3
	7SK
	AL078601.4
	DDR1-DT
	U6
	AC243587.1
	GOLGA8J
	AC012572.2
	NRM
	Y_RNA
	FCAR
	AL035045.2
	Metazoa_SRP
	U8
	AC207480.1
	Metazoa_SRP
	AC243790.1
	U6
	AL035045.3
	Y_RNA
	DHX16
	DDR1
	CHRFAM7A
	TRPV6
	Y_RNA
	AC011841.1
	SFTA2
	U8
	Metazoa_SRP
	CCL18
	Metazoa_SRP
	U8
	Metazoa_SRP
	Y_RNA
	ARHGAP11B
	MUCL3
	HCG21
	Y_RNA
	Metazoa_SRP
	MUC21
	FAN1
	AC243829.9
	CCL3
	ZC3H3
	PHLDA2
	CR759772.1
	RPL7P4
	RN7SKP175
	HCG22
	MDC1
	U6
	Y_RNA
	MTMR10
	PPP1R18
	C6orf15
	LSM2
	AC239618.13
	GSDMD
	U6
	PSORS1C1
	ATP6V1G3
	TRPV5
	NAP1L4
	TRPM1
	CCL4
	CDSN
	PSORS1C2
	AL157402.5
	RN7SL301P
	HSPA1L
	POLR2LP1
	AC243829.2
	AC131056.3
	TBC1D3B
	HSPA1A
	PPP1R18
	PTPRC
	HSPA1B
	AC243829.1
	CCHCR1
	CCL3L3
	NRM
	MDC1-AS1
	SNHG32
	NCR1
	TUBB
	CCL4L2
Gm23744	U2
	NRM
	LLCFC1
	KEL
	AC131056.5
	TBC1D3B
	RPL7P4
	FLOT1
	MDC1
	NLRP7
	RPL7P4
	MROH6
	MDC1
	OR9A2
	OR9P1P
	OR6V1
	OR6W1P
	SNORD48
	SNORD52
	NEU1
	PVALB
	AL157402.4
	PEBP1P3
	MDC1-AS1
	AC131056.2
	AC233280.20
	TUBB
	CCL3L3
	AC233280.24
	AC233280.25
	KLF13
	AC243649.1
	AC243734.1
	Z82185.2
	MUC20-OT1
	MDC1-AS1
	AF186996.2
	NCF4-AS1
	AC067930.7
	AF186996.3
	TUBB
	AF186996.9
	SLC44A4
	NCF4
	AF186996.4
	CCL4L2
	AF186996.6
	NAPRT
	AF186996.8
	AC092902.1
	PSORS1C3
	HCG27
	BX088580.2
	FLOT1
	Y_RNA
	U6
	Metazoa_SRP
	HLA-C
	ARHGAP11A
	NLRP2
	GTF2H4
	TCF19
	AC131056.6
	AC131056.7
	AC131056.4
	TBC1D3I
	FLOT1
	SNORA54
	AC001228.2
	Y_RNA
	IER3
	POU5F1
	AC067930.6
	CARS1
	Metazoa_SRP
	HCG20
	SCG5
	LINC01606
	CR388215.1
	EHMT2
	LINC02570
	7SK
	GREM1
	DDR1-DT
	AC025674.4
	AC025674.3
	LINC00588
	U6
	AC093642.2
	AC244167.1
	AC244167.2
	DDR1
	LINC01880
	AC093642.4
	EEF1D
	LINC01896
	NCR1
	SALL3
	ATP9B
	VSTM1
	Y_RNA
	IER3
	BX927194.2
	Metazoa_SRP
	HCG20
	VARS2
	AL662848.4
	SDHAP2
	LINC02570
	7SK
	DDR1-DT
	GP6
	MUC20
	PLPPR3
	AL049748.3
	MRPS16P3
	TARM1
	APOL5
	DDR1
	AZU1
	OSCAR
	RBFOX2
	PRTN3
	Y_RNA
	MUC4
	IER3
	AC011476.7
	Metazoa_SRP
	RDH13
	HCG20
	NDUFA3
	AL773551.1
	TFPT
	LINC02570
	ELANE
	7SK
	DDR1-DT
	HLA-B
	AC012314.6
	CFD
	DDR1
	CNOT3
	MED16
	LENG1
	TMC4
	MBOAT7
	GTF2H4
	TSEN34
	RPS9
	AC012572.3
	Y_RNA
	SFTA2
	CR936237.1
	KIR3DL3
	TNXB
	Y_RNA
	MUC21
	5S_rRNA
	PRRT1
	BX927139.2
	HCG22
	CARS1-AS1
	ARMC10
	KIR2DP1
	U6
	U1
	C6orf15
	PSORS1C1
	CDSN
	PPT2
	CRYZP1
	CU633846.1
	PSORS1C2
	NAPEPLD
	POLR2LP1
	CCHCR1
	GTF2H4
	CR759747.2
	KIR3DL2
	AC011476.11
	VARS2
	PPP2R3B
	NLRP7
	AC216130.3
	RPL23AP95
	AC216130.1
	DPY19L2P2
	AL732314.1
	AL732314.5
	FABP5P13
	KRT18P53
	NLRP2
	AF186192.5
	AF186192.6
	GP6
	GTF2H4
	ZNF251
	CR759815.4
	PSORS1C3
	HCG27
	CR759815.1
	AF186192.3
	RDH13
	AL662854.2
	HLA-C
	VARS2
	NXN
	TIMM22
	ABR
	EGFL8
	AL133373.6
	AL133373.4
	TCF19
	CATSPERB
	AL773541.2
	AL354892.5
	AL354892.4
	TCTE3
	VARS2
	SFTA2
	POU5F1
	ERMARD
	Y_RNA
	MUCL3
	HCG21
	MUC21
	CR753812.1
	HCG22
	AGPAT1
	POLR3GP1
	U6
	C6orf15
	NANOGP7
	AL121839.3
	USP8P1
	RPL3P2
	AC093642.2
	PSORS1C1
	WASF5P
	U3
	BX248310.3
	AL121839.4
	DHFRP2
	AC237191.1
	U6
	AC237191.2
	BX248310.5
	LINC01880
	ZDHHC20P2
	HLA-S
	AC093642.5
	TC2N
	CDSN
	MICA
	PSORS1C2
	POLR2LP1
	SFTA2
	CCHCR1
	Y_RNA
	MUCL3
	HCG21
	MUC21
	Y_RNA
	LINC01149
	HCP5
	AL663093.1
	Y_RNA
	HCG22
	MICB
	U6
	C6orf15
	PSORS1C1
	AC233755.2
Ighv12-3	AC233755.1
Ighv3-3	AC233755.1
Ighv3-6	AC233755.1
Ighv3-8	AC233755.1
Ighv3-4	AC233755.1
Ighv3-1	AC233755.1
Ighv3-5	AC233755.1
	CDSN
	PSORS1C2
	POLR2LP1
	PPIAP9
	RPL15P4
	CCHCR1
	MCCD1
	BX248516.1
	TIGD5
	DDX39B
	PYCR3
	SFTA2
	Y_RNA
	RNF5
	MUCL3
	TAMM41
	HLA-B
	HCG21
	MUC21
	AL354892.6
	LINC00242
	LINC00574
	AL049612.2
	AL805909.1
	AP2A2
	HCG22
	U6
	C6orf15
	AGER
	PSORS1C1
	AC090958.6
	AC226154.2
	GFUS
	AC226154.1
	NUP210P2
	MARK2P14
	CDSN
	AC090958.4
	Metazoa_SRP
	PSORS1C2
	POLR2LP1
	AC233280.9
	TCF19
	AC233280.12
	Metazoa_SRP
	AC107911.3
	AC107911.4
	TRARG1
	CCHCR1
	YWHAE
	RNU6-1025P
	MUC20-OT1
	MUC6
	POU5F1
	LINC00685
	PPP2R3B
	LINC02688
	TCF19
	MUC2
	GAL3ST2
	AC131097.4
	AC131097.5
	ZNF623
	AL732314.3
	Metazoa_SRP
	AL732314.2
	FABP5P13
	POU5F1
	KRT18P53
	NEU4
	ZNF707
	SNORD117
	SNORD84
	DDX39B-AS1
	ATP6V1G2
	CR847794.4
	PSORS1C3
	HCG27
	CR847794.2
	NFKBIL1
	HLA-C
	LINC00308
	AP000705.5
	AP000705.3
	RNU4-45P
	AP000705.4
	AC131097.6
	LTA
	PDCD1
	ARHGEF10
	RTP5
	TCF19
	LINC01237
	FAM240C
	TNF
	LTB
	POU5F1
	LST1
	TAS2R7
	TAS2R8
	TAS2R9
	PRH1
	SDHAP2
	LINC02878
	CCDC166
	MUC20
	AC105219.6
	MAPK15
	TAS2R10
	AC006518.7
	PRR4
	LINC01070
	LINC01043
	LINC01044
	MUC4
	SPACA7
	AC019257.5
	AC019257.7
	AC019257.8
	AC019257.1
	TUBGCP3
	KBTBD11
	GAPDHP26
	AC245078.1
	AC019257.6
	AC125453.2
	PLPPR1
	AC006518.8
	AC105219.7
	TAS2R13
	MYOM2
	FAM83H
	PRH2
	AC105219.8
	TAS2R14
	AC105219.5
	TAS2R15P
	AL161631.2
	TAS2R50
	AL359893.3
	AC216089.2
	TRMT112P4
	TAS2R20
	AC216089.1
	TAS2R19
	BAAT
	TAS2R31
	TAS2R63P
	SCRIB
	TAS2R46
	TAS2R64P
	TAS2R43
	TAS2R30
	FYTTD1P1
	AC245078.5
	AC245078.4
	SMIM10L1
	TAS2R42
	AC244131.3
	AC244131.4
	PRB3
	PRB4
	PRB1
	HLA-B
	PBX2
	NCR3
	AC022257.1
	USP8P1
	AC133633.2
	GRK1
	RPL3P2
	AC133633.1
	WASF5P
	AC104021.1
	GPSM3
	CR759828.3
	HCP5
	PSORS1C3
	LINC00552
	AC246817.3
	TMEM255B
	HCG27
	Y_RNA
	AC246817.4
	MICB
	CR388229.1
	AC246817.5
	UQCRHP1
	AIF1
	CDH4
	HLA-C
	NOTCH4
	TSBP1
	PPIAP9
	AC007368.3
	RPL15P4
	AC007368.1
	MCCD1
	LINC02825
	HNRNPA1P2
	U6
	TAF4
	TSBP1-AS1
	PSORS1C3
	HCG27
	BTNL2
	AL662833.4
	DDX39B
	HLA-DRB9
	U1
	HLA-DRB3
	HLA-C
	PRRC2A
	NEK4P1
	AP000457.3
	PUF60
	CR936921.3
	HLA-DQB3
	HLA-DQA2
	HLA-DQB2
	HLA-DOB
	SNORA38
	PSORS1C3
	HCG27
	AL845458.1
	AC207965.1
	TAP2
	HLA-C
	AC091996.1
	RNU6-164P
	BAG6
	GLIS2
	AC109471.2
	RN7SKP117
	AC109471.3
	GLIS2-AS1
	PAM16
	HLA-B
	SNORD117
	SNORD84
	DDX39B-AS1
	PSMB8
	ATP6V1G2
	CORO7-PAM16
	USP8P1
	NFKBIL1
	RPL3P2
	WASF5P
	CR759814.2
	Y_RNA
	MICB
	PPIAP9
	RPL15P4
	PSMB8-AS1
	MCCD1
	AC004789.1
	PSMB9
	DDX39B
	USP8P1
	RPL3P2
	WASF5P
	BX927178.1
	CORO7
	DHFRP2
	LTA
	U6
	CR318637.1
	ATP5MC1P1
	ZDHHC20P2
	ELK2BP
	HLA-S
	IGHA2
	MICA
	IGHE
	IGHG4
	TAP1
	IGHG2
	TNF
	Y_RNA
	LINC01149
	MICB
	COPDA1
	IGHGP
	LTB
	ELK2AP
	CLPTM1L
	AL928768.1
	IGHA1
	IGHEP1
	IGHG1
	PPIAP9
	RPL15P4
	MCCD1
	IGHG3
	PPP1R2P1
	HLA-Z
	ATP6V1G1P1
	IGHD
	HLA-DMB
	DDX39B
	IGHM
	LST1
	IGHJ6
	DLGAP2-AS1
	IGHJ3P
	IGHJ5
	DLGAP2
	IGHJ4
	ANKRD30BP3
	IGHJ3
	AL512324.5
	IGHJ2P
	AL512324.7
	IGHJ2
	RNU6-1207P
	CUBNP2
	IGHJ1
	OR6D1P
	IGHD7-27
	OR13A1
	IGHJ1P
	IGHD1-26
	AF188030.1
	IGHD6-25
	IGHD5-24
	CLN8
	ALOX5
	IGHD4-23
	HLA-DMA
	IGHD3-22
	IGHD2-21
	AC246787.13
	LY6E-DT
	IGHD1-20
	IGHD6-19
	IGHD5-18
	IGHD4-17
	AC100810.2
	IGHD3-16
	AC100810.1
	LY6E
	IGHD2-15
	IGHD1-14
	IGHD6-13
	AL356432.5
	AL356432.4
	IGHD5-12
	AL356432.6
	IGHD4-11
	IGHD3-10
	LINC02536
	IGHD3-9
	IGHD2-8
	THEMIS
	HLA-DPA1
	IGHD1-7
	LINC01511
	IGHD6-6
	HLA-B
	IGHD5-5
	IGHD4-4
	MTCO2P32
	MRPS17P5
	IGHD3-3
	AC026748.4
	IGHD2-2
	SLC6A3
	FAM30A
	IGHD1-1
	PTPRK
	IGHV6-1
	HLA-DPB1
	IGHVII-1-1
	ADAM6
	AC246787.8
	IGHV1-2
	IGHVIII-2-1
	IGHV1-3
	IGHV4-4
	AC244226.9
	IGHV2-5
	IGHVIII-5-1
	IGHVIII-5-2
	IGHV3-6
	IGHV3-7
	AC247036.13
	LPCAT1
	AC247036.9
	AC133551.1
